asset_type,SYMBOL,SECURITY_NAME,SEDOL,ISIN,reference_price_date,reference_price,fund_price,price_difference
Bond,DK0009923807,X_KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,DK0009923807,2023-08-31,104.61,104.65,0.04
Bond,SG7U32949426,X_SINGAPORE GOVERNMENT 2.875% 09/01/2030 ,B61HV19,SG7U32949426,2023-08-31,109.2,109.05,-0.15
Bond,GB00B0CNHZ09,X_UNITED KINGDOM I/L GILT 1.25% 11/22/2055 REGS,B0CNHZ0,GB00B0CNHZ09,2023-08-31,451.06,450.45,-0.61
Bond,IT0004513641,X_BUONI POLIENNALI DEL TES 5% 03/01/2025 144A,B66W7L1,IT0004513641,2023-08-31,115.48,115.29,-0.19
Bond,GB0008932666,X_UNITED KINGDOM I/L GILT 4.125% 07/22/2030 REGS,893266,GB0008932666,2023-08-31,385.44,384.17,-1.27
Bond,GB00BNNGP551,X_UNITED KINGDOM I/L GILT 0.125% 08/10/2031 REGS,BNNGP55,GB00BNNGP551,2023-08-31,143.09,142.7,-0.39
Bond,DE0001030567,X_DEUTSCHLAND I/L BOND 0.1 % 4/15/2026 REGS,BWBXZW8,DE0001030567,2023-08-31,121.48,121.24,-0.24
Bond,NL0010721999,X_NETHERLANDS GOVERNMENT 2.75 % 01/15/2047 144A ,BJZ2W85,NL0010721999,2023-08-31,162.46,162.26,-0.2
Bond,SE0000556599,X_SWEDEN I/L BOND 3.5 % 12/01/2028 144A ,5681217,SE0000556599,2023-08-31,192.39,192.52,0.13
Bond,GB00B6460505,X_UNITED KINGDOM GILT 4.25% 12/07/2040 REGS,B646050,GB00B6460505,2023-08-31,152.44,152.19,-0.25
Bond,FR0014001N38,X_FRANCE (GOVT OF) 0.1% 07/25/2031 0.0% 144A,BN4Q1D4,FR0014001N38,2023-08-31,122.6,122.54,-0.06
Bond,IT0005246134,X_BUONI POLIENNALI DEL TES 1.3% 05/15/2028 144A,BYXYY37,IT0005246134,2023-08-31,124.36,124.24,-0.12
Bond,CA135087XQ21,X_CANADIAN GOVERNMENT RRB 3.0% 12/01/2036,2740081,CA135087XQ21,2023-08-31,209.85,209.68,-0.17
Bond,FR0013415627,X_FRANCE (GOVT OF) 0% 03/25/2025REGS ,BGRX2V8,FR0013415627,2023-08-31,101.63,101.47,-0.16
Bond,JP1300671L78,X_JAPAN (30 YEAR ISSUE) 0.6 % 06/20/2050 ,BMVQTR0,JP1300671L78,2023-08-31,97.92,97.83,-0.09
Bond,US912810SV17,X_TSY INFL IX N/B 0.125% 02/15/2051 ,BMT9GR0,US912810SV17,2023-08-31,125.72,125.91,0.19
Bond,IT0004243512,X_BUONI POLIENNALI DEL TES 2.6% 09/15/2023 144A,B1Z5FX4,IT0004243512,2023-08-31,134.94,134.86,-0.08
Bond,NL0012818504,X_NETHERLANDS GOVERNMENT 0.75 % 07/15/2028 144A ,BFM0LR6,NL0012818504,2023-08-31,106.86,106.83,-0.03
Bond,GB00BD9MZZ71,X_UNITED KINGDOM I/L GILT 0.125% 11/22/2065 REGS,BD9MZZ7,GB00BD9MZZ71,2023-08-31,325.74,325.25,-0.49
Bond,CA135087VS05,X_CANADIAN GOVERNMENT RRB 4.3% 12/01/2026,2210799,CA135087VS05,2023-08-31,206.66,206.62,-0.04
Bond,ES0000012411,X_BONOS Y OBLIG DEL ESTADO 5.75% 07/30/2032,7040582,ES0000012411,2023-08-31,153.57,153.61,0.04
Bond,AT0000A04967,X_REPUBLIC OF AUSTRIA 4.15 % 03/15/2037 144A ,B1N0ZF3,AT0000A04967,2023-08-31,157.59,157.51,-0.08
Bond,AU000XCLWAF4,X_AUSTRALIAN GOVERNMENT 2% 08/21/2035 REGS,BDSTKV0,AU000XCLWAF4,2023-08-31,155.53,155.51,-0.02
Bond,NL0012818504,NETHERLANDS GOVERNMENT 0.75 % 07/15/2028 144A ,BFM0LR6,NL0012818504,2023-08-31,106.86,106.93,0.07
Bond,ES0000012852,SPAIN I/L BOND 0.65 % 11/30/2027 144A ,BF0YM66,ES0000012852,2023-08-31,124.53,124.58,0.05
Bond,US912828WU04,TSY INFL IX N/B 0.125% 07/15/2024 ,BZ56VY8,US912828WU04,2023-08-31,124.48,124.44,-0.04
Bond,CA135087G997,CANADIAN GOVERNMENT RRB 0.5% 12/01/2050,BG7PCR0,CA135087G997,2023-08-31,131.54,131.68,0.14
Bond,GB00B6460505,UNITED KINGDOM GILT 4.25% 12/07/2040 REGS,B646050,GB00B6460505,2023-08-31,152.44,152.57,0.13
Bond,GB00BYY5F144,UNITED KINGDOM I/L GILT 0.125% 03/22/2026 REGS,BYY5F14,GB00BYY5F144,2023-08-31,140.07,139.98,-0.09
Bond,ES00000128C6,BONOS Y OBLIG DEL ESTADO 2.9% 10/31/2046 144A,BYZ0LZ4,ES00000128C6,2023-08-31,134.92,135.01,0.09
Bond,ES00000121S7,BONOS Y OBLIG DEL ESTADO 4.7% 07/30/2041 144A,B4KCFS6,ES00000121S7,2023-08-31,164.01,164.2,0.19
Bond,GB00BD9MZZ71,UNITED KINGDOM I/L GILT 0.125% 11/22/2065 REGS,BD9MZZ7,GB00BD9MZZ71,2023-08-31,325.74,325.99,0.25
Bond,AT0000A1K9C8,REPUBLIC OF AUSTRIA 0.75 % 10/20/2026 144A ,BYN4DC9,AT0000A1K9C8,2023-08-31,105.41,105.47,0.06
Bond,DE0001030575,DEUTSCHLAND I/L BOND 0.1 % 4/15/2046 REGS,BZ0D4B2,DE0001030575,2023-08-31,181.37,181.41,0.04
Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,DK0009923807,2023-08-31,104.61,104.67,0.06
Bond,GB00BNNGP551,UNITED KINGDOM I/L GILT 0.125% 08/10/2031 REGS,BNNGP55,GB00BNNGP551,2023-08-31,143.09,143.16,0.07
Bond,GB00BZ13DV40,UNITED KINGDOM I/L GILT 0.125% 08/10/2048 REGS,BZ13DV4,GB00BZ13DV40,2023-08-31,217.48,217.66,0.18
Bond,US9128287D64,TSY INFL IX N/B 0.25% 07/15/2029 ,BK53BD3,US9128287D64,2023-08-31,121.25,121.35,0.1
Bond,US912810FS25,TSY INFL IX N/B 2% 01/15/2026,BZ56W67,US912810FS25,2023-08-31,161.6,161.68,0.08
Bond,GB00B128DH60,UNITED KINGDOM I/L GILT 1.25% 11/22/2027 REGS,B128DH6,GB00B128DH60,2023-08-31,207.74,207.78,0.04
Bond,US912810SB52,TSY INFL IX N/B 1% 02/15/2048,BFZBGW6,US912810SB52,2023-08-31,156.96,157.17,0.21
Bond,ES0000012932,BONOS Y OBLIG DEL ESTADO 4.2% 01/31/2037 144A,B05L4R2,ES0000012932,2023-08-31,147.15,147.34,0.19
Bond,IT0003745541,BUONI POLIENNALI DEL TES 2.4% 09/15/2035 144A,B03KSM4,IT0003745541,2023-08-31,179.33,179.5,0.17
Bond,GB0031790826,UNITED KINGDOM I/L GILT 2% 01/26/2035 REGS,3179082,GB0031790826,2023-08-31,308.76,308.91,0.15
Bond,GB00BDX8CX86,UNITED KINGDOM I/L GILT 0.125% 03/22/2068 REGS,BDX8CX8,GB00BDX8CX86,2023-08-31,365.96,366.25,0.29
Bond,SE0013748258,SWEDEN I/L BOND 0.125 % 06/01/2030 144A ,BLP563,SE0013748258,2023-08-31,124.06,124.37,0.31
Bond,US912828WU04,TSY INFL IX N/B 0.125% 07/15/2024 ,,US912828WU04,2023-08-31,124.48,124.26,-0.22
Bond,ES0000012411,BONOS Y OBLIG DEL ESTADO 5.75% 07/30/2032,,ES0000012411,2023-08-31,153.57,153.44,-0.13
Bond,IT0005024234,BUONI POLIENNALI DEL TES 3.5% 03/01/2030 144A,,IT0005024234,2023-08-31,120.59,120.52,-0.07
Bond,GB00B3Y1JG82,UNITED KINGDOM I/L GILT 0.125% 03/22/2029 REGS,,GB00B3Y1JG82,2023-08-31,165.49,165.52,0.03
Bond,GB00BGDYHF49,UNITED KINGDOM I/L GILT 0.125% 08/10/2041 REGS,,GB00BGDYHF49,2023-08-31,187.3,187.38,0.08
Bond,FR0013327491,FRANCE (GOVT OF) 0.1% 07/25/2036 0.0% 144A,,FR0013327491,2023-08-31,132.39,132.2,-0.19
Bond,ES00000127G9,BONOS Y OBLIG DEL ESTADO 2.2% 10/31/2025 144A,,ES00000127G9,2023-08-31,109.32,109.22,-0.1
Bond,CA135087B949,CANADIAN GOVERNMENT RRB 1.3% 12/01/2047,,CA135087B949,2023-08-31,158.53,158.57,0.04
Bond,US912828B253,TSY INFL IX N/B 0.625% 01/15/2024,,US912828B253,2023-08-31,126.49,126.27,-0.22
Bond,DE0001030559,DEUTSCHLAND I/L BOND 0.5 % 4/15/2030 REGS,,DE0001030559,2023-08-31,135.99,135.88,-0.11
Bond,DE0001030567,DEUTSCHLAND I/L BOND 0.1 % 4/15/2026 REGS,,DE0001030567,2023-08-31,121.48,121.38,-0.1
Bond,IT0004545890,BUONI POLIENNALI DEL TES 2.6% 09/15/2041 144A,,IT0004545890,2023-08-31,185.0,184.75,-0.25
Bond,AT0000A1K9C8,REPUBLIC OF AUSTRIA 0.75 % 10/20/2026 144A ,,AT0000A1K9C8,2023-08-31,105.41,105.24,-0.17
Bond,US912810PV44,TSY INFL IX N/B 1.75% 01/15/2028,,US912810PV44,2023-08-31,158.68,158.47,-0.21
Bond,GB00BN65R313,UNITED KINGDOM GILT 3.5% 01/22/2045 REGS,,GB00BN65R313,2023-08-31,146.61,146.67,0.06
Bond,CA135087K940,CANADIAN GOVERNMENT 0.5% 09/01/2025,,CA135087K940,2023-08-31,97.76,97.55,-0.21
Bond,US912828Z377,TSY INFL IX N/B 0.125% 01/15/2030 ,,US912828Z377,2023-08-31,119.45,119.39,-0.06
Bond,CND100047QT4,CHINA GOVERNMENT BOND 3.0% 05/27/2031,,CND100047QT4,2023-08-31,101.7,101.67,-0.03
Bond,NL0011819040,NETHERLANDS GOVERNMENT 0.5 % 07/15/2026 144A ,,NL0011819040,2023-08-31,104.45,104.59,0.14
Bond,IT0003745541,BUONI POLIENNALI DEL TES 2.4% 09/15/2035 144A,,IT0003745541,2023-08-31,179.33,179.28,-0.05
Bond,GB00B73ZYW09,UNITED KINGDOM I/L GILT 0.25% 03/22/2052 REGS,,GB00B73ZYW09,2023-08-31,271.17,271.95,0.78
Bond,GB00B7RN0G65,UNITED KINGDOM I/L GILT 0.125% 03/22/2044 REGS,,GB00B7RN0G65,2023-08-31,224.78,224.96,0.18
Bond,US912828B253,TSY INFL IX N/B 0.625% 01/15/2024,,US912828B253,2023-08-31,126.49,126.37,-0.12
Bond,GB00BNNGP882,UNITED KINGDOM I/L GILT 0.125% 03/22/2051 REGS,,GB00BNNGP882,2023-08-31,212.81,213.42,0.61
Bond,US9128283R96,TSY INFL IX N/B 0.5% 01/15/2028 ,,US9128283R96,2023-08-31,125.68,125.57,-0.11
Bond,US912810QV35,TSY INFL IX N/B 0.75% 02/15/2042,,US912810QV35,2023-08-31,154.46,154.42,-0.04
Bond,GB00BMBL1F74,UNITED KINGDOM GILT 0.625% 10/22/2050 REGS,,GB00BMBL1F74,2023-08-31,87.96,88.21,0.25
Bond,US912828WU04,TSY INFL IX N/B 0.125% 07/15/2024 ,,US912828WU04,2023-08-31,124.48,124.36,-0.12
Bond,ES0000012C12,SPAIN I/L BOND 0.7 % 11/30/2033 144A ,,ES0000012C12,2023-08-31,130.5,130.46,-0.04
Bond,GB00B4PTCY75,UNITED KINGDOM I/L GILT 0.375% 03/22/2062 REGS,,GB00B4PTCY75,2023-08-31,349.72,350.37,0.65
Bond,GB00B54QLM75,UNITED KINGDOM GILT 4% 01/22/2060 REGS,,GB00B54QLM75,2023-08-31,194.54,194.9,0.36
Bond,IT0004243512,BUONI POLIENNALI DEL TES 2.6% 09/15/2023 144A,,IT0004243512,2023-08-31,134.94,135.04,0.1
Bond,GB00BLH38265,UNITED KINGDOM I/L GILT 0.125% 03/22/2039 REGS,,GB00BLH38265,2023-08-31,166.67,166.81,0.14
Bond,DE0001030567,DEUTSCHLAND I/L BOND 0.1 % 4/15/2026 REGS,,DE0001030567,2023-08-31,121.48,121.6,0.12
Bond,US912810SG40,TSY INFL IX N/B 1% 02/15/2049,,US912810SG40,2023-08-31,155.7,155.75,0.05
Bond,US91282CCA71,TSY INFL IX N/B 0.125% 04/15/2026 ,,US91282CCA71,2023-08-31,113.99,113.89,-0.1
Bond,JP1201401C92,JAPAN (20 YEAR ISSUE) 1.7 % 09/20/2032 ,,JP1201401C92,2023-08-31,116.75,116.72,-0.03
Bond,FR0013410552,SEC-FRANCE (GOVT OF) 0.1% 03/01/2029 0.0% REGS,,FR0013410552,2023-08-31,120.2,120.26,0.06
Bond,CA135087G997,SEC-CANADIAN GOVERNMENT RRB 0.5% 12/01/2050,,CA135087G997,2023-08-31,131.54,132.01,0.47
Bond,GB00BNNGP882,SEC-UNITED KINGDOM I/L GILT 0.125% 03/22/2051 REGS,,GB00BNNGP882,2023-08-31,212.81,213.1,0.29
Bond,AU000XCLWAF4,SEC-AUSTRALIAN GOVERNMENT 2% 08/21/2035 REGS,,AU000XCLWAF4,2023-08-31,155.53,155.75,0.22
Bond,GB00B128DH60,SEC-UNITED KINGDOM I/L GILT 1.25% 11/22/2027 REGS,,GB00B128DH60,2023-08-31,207.74,207.71,-0.03
Bond,FR0000188799,SEC-FRANCE (GOVT OF) 3.15 % 07/25/2032 REGS ,,FR0000188799,2023-08-31,209.31,209.53,0.22
Bond,DE0001030575,SEC-DEUTSCHLAND I/L BOND 0.1 % 4/15/2046 REGS,,DE0001030575,2023-08-31,181.37,181.75,0.38
Bond,US912828B253,SEC-TSY INFL IX N/B 0.625% 01/15/2024,,US912828B253,2023-08-31,126.49,126.4,-0.09
Bond,SE0005703550,SEC-SWEDEN I/L BOND 1% 06/01/2025 144A ,,SE0005703550,2023-08-31,123.1,123.08,-0.02
Bond,GB00B0CNHZ09,SEC-UNITED KINGDOM I/L GILT 1.25% 11/22/2055 REGS,,GB00B0CNHZ09,2023-08-31,451.06,451.68,0.62
Bond,GB00B3Y1JG82,SEC-UNITED KINGDOM I/L GILT 0.125% 03/22/2029 REGS,,GB00B3Y1JG82,2023-08-31,165.49,165.47,-0.02
Bond,IT0004735152,SEC-BUONI POLIENNALI DEL TES 3.1% 09/15/2026 144A,,IT0004735152,2023-08-31,140.55,140.54,-0.01
Bond,US912810SG40,SEC-TSY INFL IX N/B 1% 02/15/2049,,US912810SG40,2023-08-31,155.7,156.24,0.54
Bond,GB00BN65R313,SEC-UNITED KINGDOM GILT 3.5% 01/22/2045 REGS,,GB00BN65R313,2023-08-31,146.61,146.89,0.28
Bond,CA135087VS05,SEC-CANADIAN GOVERNMENT RRB 4.3% 12/01/2026,,CA135087VS05,2023-08-31,206.66,207.08,0.42
Bond,GB00BD9MZZ71,SEC-UNITED KINGDOM I/L GILT 0.125% 11/22/2065 REGS,,GB00BD9MZZ71,2023-08-31,325.74,326.28,0.54
Bond,FR0013519253,SEC-FRANCE (GOVT OF) 0.1% 03/01/2026 0.0% 144A,,FR0013519253,2023-08-31,113.93,113.92,-0.01
Bond,NL0009446418,SEC-NETHERLANDS GOVERNMENT 3.75 % 01/15/2042 144A ,,NL0009446418,2023-08-31,170.74,170.77,0.03
Bond,CA135087K940,SEC-CANADIAN GOVERNMENT 0.5% 09/01/2025,,CA135087K940,2023-08-31,97.76,97.74,-0.02
Bond,AU0000XCLWV6,SEC-AUSTRALIAN GOVERNMENT 2.5% 09/20/2030 REGS,,AU0000XCLWV6,2023-08-31,161.21,161.34,0.13
Bond,DK0009923807,SEC-KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,,DK0009923807,2023-08-31,104.61,104.73,0.12
Bond,US912810QF84,SEC-TSY INFL IX N/B 2.125% 02/15/2040,,US912810QF84,2023-08-31,195.76,196.36,0.6
Bond,BE0000331406,SEC-BELGIUM KINGDOM 3.75% 6/22/2045 REGS,,BE0000331406,2023-08-31,163.87,163.92,0.05
Bond,JP1400131L54,SEC-JAPAN (40 YEAR ISSUE) 0.5 % 03/20/2060 ,,JP1400131L54,2023-08-31,92.7,92.59,-0.11
Bond,US912828WU04,TSY INFL IX N/B 0.125% 07/15/2024 ,,US912828WU04,2023-08-31,124.48,124.39,-0.09
Bond,ES0000012411,BONOS Y OBLIG DEL ESTADO 5.75% 07/30/2032,,ES0000012411,2023-08-31,153.57,153.82,0.25
Bond,IT0005024234,BUONI POLIENNALI DEL TES 3.5% 03/01/2030 144A,,IT0005024234,2023-08-31,120.59,120.7,0.11
Bond,GB00B3Y1JG82,UNITED KINGDOM I/L GILT 0.125% 03/22/2029 REGS,,GB00B3Y1JG82,2023-08-31,165.49,165.47,-0.02
Bond,GB00BGDYHF49,UNITED KINGDOM I/L GILT 0.125% 08/10/2041 REGS,,GB00BGDYHF49,2023-08-31,187.3,187.67,0.37
Bond,FR0013327491,FRANCE (GOVT OF) 0.1% 07/25/2036 0.0% 144A,,FR0013327491,2023-08-31,132.39,132.57,0.18
Bond,ES00000127G9,BONOS Y OBLIG DEL ESTADO 2.2% 10/31/2025 144A,,ES00000127G9,2023-08-31,109.32,109.34,0.02
Bond,CA135087B949,CANADIAN GOVERNMENT RRB 1.3% 12/01/2047,,CA135087B949,2023-08-31,158.53,159.08,0.55
Bond,US912828B253,TSY INFL IX N/B 0.625% 01/15/2024,,US912828B253,2023-08-31,126.49,126.4,-0.09
Bond,DE0001030559,DEUTSCHLAND I/L BOND 0.5 % 4/15/2030 REGS,,DE0001030559,2023-08-31,135.99,136.11,0.12
Bond,DE0001030567,DEUTSCHLAND I/L BOND 0.1 % 4/15/2026 REGS,,DE0001030567,2023-08-31,121.48,121.43,-0.05
Bond,IT0004545890,BUONI POLIENNALI DEL TES 2.6% 09/15/2041 144A,,IT0004545890,2023-08-31,185.0,185.32,0.32
Bond,AT0000A1K9C8,REPUBLIC OF AUSTRIA 0.75 % 10/20/2026 144A ,,AT0000A1K9C8,2023-08-31,105.41,105.5,0.09
Bond,US912810PV44,TSY INFL IX N/B 1.75% 01/15/2028,,US912810PV44,2023-08-31,158.68,158.79,0.11
Bond,GB00BN65R313,UNITED KINGDOM GILT 3.5% 01/22/2045 REGS,,GB00BN65R313,2023-08-31,146.61,146.89,0.28
Bond,CA135087K940,CANADIAN GOVERNMENT 0.5% 09/01/2025,,CA135087K940,2023-08-31,97.76,97.74,-0.02
Bond,US912828Z377,TSY INFL IX N/B 0.125% 01/15/2030 ,,US912828Z377,2023-08-31,119.45,119.62,0.17
Bond,CND100047QT4,CHINA GOVERNMENT BOND 3.0% 05/27/2031,,CND100047QT4,2023-08-31,101.7,101.61,-0.09
Bond,ES0000012B39,X_BONOS Y OBLIG DEL ESTADO 1.4% 04/30/2028 144A,BF5F9L8,ES0000012B39,2023-08-31,108.14,108.39,0.25
Bond,DK0009923807,X_KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,DK0009923807,2023-08-31,104.61,104.83,0.22
Bond,SG7U32949426,X_SINGAPORE GOVERNMENT 2.875% 09/01/2030 ,B61HV19,SG7U32949426,2023-08-31,109.2,109.3,0.1
Bond,GB00B0CNHZ09,X_UNITED KINGDOM I/L GILT 1.25% 11/22/2055 REGS,B0CNHZ0,GB00B0CNHZ09,2023-08-31,451.06,451.47,0.41
Bond,IT0004513641,X_BUONI POLIENNALI DEL TES 5% 03/01/2025 144A,B66W7L1,IT0004513641,2023-08-31,115.48,115.7,0.22
Bond,GB0008932666,X_UNITED KINGDOM I/L GILT 4.125% 07/22/2030 REGS,893266,GB0008932666,2023-08-31,385.44,385.64,0.2
Bond,GB00BNNGP551,X_UNITED KINGDOM I/L GILT 0.125% 08/10/2031 REGS,BNNGP55,GB00BNNGP551,2023-08-31,143.09,143.22,0.13
Bond,DE0001030567,X_DEUTSCHLAND I/L BOND 0.1 % 4/15/2026 REGS,BWBXZW8,DE0001030567,2023-08-31,121.48,121.71,0.23
Bond,NL0010721999,X_NETHERLANDS GOVERNMENT 2.75 % 01/15/2047 144A ,BJZ2W85,NL0010721999,2023-08-31,162.46,162.83,0.37
Bond,SE0000556599,X_SWEDEN I/L BOND 3.5 % 12/01/2028 144A ,5681217,SE0000556599,2023-08-31,192.39,192.97,0.58
Bond,GB00B6460505,X_UNITED KINGDOM GILT 4.25% 12/07/2040 REGS,B646050,GB00B6460505,2023-08-31,152.44,152.59,0.15
Bond,FR0014001N38,X_FRANCE (GOVT OF) 0.1% 07/25/2031 0.0% 144A,BN4Q1D4,FR0014001N38,2023-08-31,122.6,122.79,0.19
Bond,IT0005246134,X_BUONI POLIENNALI DEL TES 1.3% 05/15/2028 144A,BYXYY37,IT0005246134,2023-08-31,124.36,124.67,0.31
Bond,CA135087XQ21,X_CANADIAN GOVERNMENT RRB 3.0% 12/01/2036,2740081,CA135087XQ21,2023-08-31,209.85,210.2,0.35
Bond,FR0013415627,X_FRANCE (GOVT OF) 0% 03/25/2025REGS ,BGRX2V8,FR0013415627,2023-08-31,101.63,101.81,0.18
Bond,JP1300671L78,X_JAPAN (30 YEAR ISSUE) 0.6 % 06/20/2050 ,BMVQTR0,JP1300671L78,2023-08-31,97.92,97.82,-0.1
Bond,US912810SV17,X_TSY INFL IX N/B 0.125% 02/15/2051 ,BMT9GR0,US912810SV17,2023-08-31,125.72,126.07,0.35
Bond,IT0004243512,X_BUONI POLIENNALI DEL TES 2.6% 09/15/2023 144A,B1Z5FX4,IT0004243512,2023-08-31,134.94,135.08,0.14
Bond,NL0012818504,X_NETHERLANDS GOVERNMENT 0.75 % 07/15/2028 144A ,BFM0LR6,NL0012818504,2023-08-31,106.86,107.11,0.25
Bond,GB00BD9MZZ71,X_UNITED KINGDOM I/L GILT 0.125% 11/22/2065 REGS,BD9MZZ7,GB00BD9MZZ71,2023-08-31,325.74,326.05,0.31
Bond,CA135087VS05,X_CANADIAN GOVERNMENT RRB 4.3% 12/01/2026,2210799,CA135087VS05,2023-08-31,206.66,207.1,0.44
Bond,ES0000012411,X_BONOS Y OBLIG DEL ESTADO 5.75% 07/30/2032,7040582,ES0000012411,2023-08-31,153.57,153.98,0.41
Bond,AT0000A04967,X_REPUBLIC OF AUSTRIA 4.15 % 03/15/2037 144A ,B1N0ZF3,AT0000A04967,2023-08-31,157.59,157.87,0.28
Bond,AU000XCLWAF4,X_AUSTRALIAN GOVERNMENT 2% 08/21/2035 REGS,BDSTKV0,AU000XCLWAF4,2023-08-31,155.53,156.04,0.51
Bond,NL0012818504,NETHERLANDS GOVERNMENT 0.75 % 07/15/2028 144A ,BFM0LR6,NL0012818504,2023-08-31,106.86,106.86,0.0
Bond,ES0000012852,SPAIN I/L BOND 0.65 % 11/30/2027 144A ,BF0YM66,ES0000012852,2023-08-31,124.53,124.53,0.0
Bond,US912828WU04,TSY INFL IX N/B 0.125% 07/15/2024 ,BZ56VY8,US912828WU04,2023-08-31,124.48,124.48,0.0
Bond,CA135087G997,CANADIAN GOVERNMENT RRB 0.5% 12/01/2050,BG7PCR0,CA135087G997,2023-08-31,131.54,131.54,0.0
Bond,GB00B6460505,UNITED KINGDOM GILT 4.25% 12/07/2040 REGS,B646050,GB00B6460505,2023-08-31,152.44,152.44,0.0
Bond,GB00BYY5F144,UNITED KINGDOM I/L GILT 0.125% 03/22/2026 REGS,BYY5F14,GB00BYY5F144,2023-08-31,140.07,140.07,0.0
Bond,ES00000128C6,BONOS Y OBLIG DEL ESTADO 2.9% 10/31/2046 144A,BYZ0LZ4,ES00000128C6,2023-08-31,134.92,134.92,0.0
Bond,ES00000121S7,BONOS Y OBLIG DEL ESTADO 4.7% 07/30/2041 144A,B4KCFS6,ES00000121S7,2023-08-31,164.01,164.01,0.0
Bond,GB00BD9MZZ71,UNITED KINGDOM I/L GILT 0.125% 11/22/2065 REGS,BD9MZZ7,GB00BD9MZZ71,2023-08-31,325.74,325.74,0.0
Bond,AT0000A1K9C8,REPUBLIC OF AUSTRIA 0.75 % 10/20/2026 144A ,BYN4DC9,AT0000A1K9C8,2023-08-31,105.41,105.41,0.0
Bond,DE0001030575,DEUTSCHLAND I/L BOND 0.1 % 4/15/2046 REGS,BZ0D4B2,DE0001030575,2023-08-31,181.37,181.37,0.0
Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,DK0009923807,2023-08-31,104.61,104.61,0.0
Bond,GB00BNNGP551,UNITED KINGDOM I/L GILT 0.125% 08/10/2031 REGS,BNNGP55,GB00BNNGP551,2023-08-31,143.09,143.09,0.0
Bond,GB00BZ13DV40,UNITED KINGDOM I/L GILT 0.125% 08/10/2048 REGS,BZ13DV4,GB00BZ13DV40,2023-08-31,217.48,217.48,0.0
Bond,US9128287D64,TSY INFL IX N/B 0.25% 07/15/2029 ,BK53BD3,US9128287D64,2023-08-31,121.25,121.25,0.0
Bond,US912810FS25,TSY INFL IX N/B 2% 01/15/2026,BZ56W67,US912810FS25,2023-08-31,161.6,161.6,0.0
Bond,GB00B128DH60,UNITED KINGDOM I/L GILT 1.25% 11/22/2027 REGS,B128DH6,GB00B128DH60,2023-08-31,207.74,207.74,0.0
Bond,US912810SB52,TSY INFL IX N/B 1% 02/15/2048,BFZBGW6,US912810SB52,2023-08-31,156.96,156.96,0.0
Bond,ES0000012932,BONOS Y OBLIG DEL ESTADO 4.2% 01/31/2037 144A,B05L4R2,ES0000012932,2023-08-31,147.15,147.15,0.0
Bond,IT0003745541,BUONI POLIENNALI DEL TES 2.4% 09/15/2035 144A,B03KSM4,IT0003745541,2023-08-31,179.33,179.33,0.0
Bond,GB0031790826,UNITED KINGDOM I/L GILT 2% 01/26/2035 REGS,3179082,GB0031790826,2023-08-31,308.76,308.76,0.0
Bond,GB00BDX8CX86,UNITED KINGDOM I/L GILT 0.125% 03/22/2068 REGS,BDX8CX8,GB00BDX8CX86,2023-08-31,365.96,365.96,0.0
Bond,SE0013748258,SWEDEN I/L BOND 0.125 % 06/01/2030 144A ,BLP563,SE0013748258,2023-08-31,124.06,124.06,0.0
Bond,NL0012818504,NETHERLANDS GOVERNMENT 0.75 % 07/15/2028 144A ,BFM0LR6,NL0012818504,2023-08-31,106.86,106.83,-0.03
Bond,ES0000012852,SPAIN I/L BOND 0.65 % 11/30/2027 144A ,BF0YM66,ES0000012852,2023-08-31,124.53,124.41,-0.12
Bond,US912828WU04,TSY INFL IX N/B 0.125% 07/15/2024 ,BZ56VY8,US912828WU04,2023-08-31,124.48,124.0,-0.48
Bond,CA135087G997,CANADIAN GOVERNMENT RRB 0.5% 12/01/2050,BG7PCR0,CA135087G997,2023-08-31,131.54,131.54,0.0
Bond,GB00B6460505,UNITED KINGDOM GILT 4.25% 12/07/2040 REGS,B646050,GB00B6460505,2023-08-31,152.44,152.19,-0.25
Bond,GB00BYY5F144,UNITED KINGDOM I/L GILT 0.125% 03/22/2026 REGS,BYY5F14,GB00BYY5F144,2023-08-31,140.07,139.27,-0.8
Bond,ES00000128C6,BONOS Y OBLIG DEL ESTADO 2.9% 10/31/2046 144A,BYZ0LZ4,ES00000128C6,2023-08-31,134.92,134.96,0.04
Bond,ES00000121S7,BONOS Y OBLIG DEL ESTADO 4.7% 07/30/2041 144A,B4KCFS6,ES00000121S7,2023-08-31,164.01,164.06,0.05
Bond,GB00BD9MZZ71,UNITED KINGDOM I/L GILT 0.125% 11/22/2065 REGS,BD9MZZ7,GB00BD9MZZ71,2023-08-31,325.74,325.25,-0.49
Bond,AT0000A1K9C8,REPUBLIC OF AUSTRIA 0.75 % 10/20/2026 144A ,BYN4DC9,AT0000A1K9C8,2023-08-31,105.41,105.35,-0.06
